campaign_id,campaign_type,target_audience,duration,platform,impressions,clicks,leads,conversions,revenue,ad_spend,roi,language,engagement_score,customer_segment,date,ctr,cpc,cpa,roas
NY-CMP-20728,SEO,Tier 2 City Customers,8,Email,34129,4310,2301,1284,309444,218.75,0.1,English,23.13,Tier 2 City Customers,13-11-2024,0.12628556359694101,0.05075406032482599,0.17036604361370716,1414.6011428571428
NY-CMP-20729,SEO,Working Women,6,"Facebook, YouTube, WhatsApp",11758,1346,374,260,66560,1025.76,-0.75,Hindi,16.84,Working Women,15-04-2025,0.11447525089300901,0.7620802377414562,3.9452307692307693,64.8884729371393
NY-CMP-20730,Influencer,Youth,30,"YouTube, WhatsApp",68501,5171,2304,1623,1080918,115.19,4.78,Hindi,13.28,Youth,21-08-2024,0.07548794908103532,0.02227615548249855,0.07097350585335797,9383.783314523831
NY-CMP-20731,SEO,Tier 2 City Customers,8,"Instagram, Google, WhatsApp",94505,6126,3638,1336,324648,138.14,0.76,Hindi,11.75,Youth,16-08-2024,0.06482196709168828,0.022549787789748612,0.10339820359281436,2350.137541624439
NY-CMP-20732,Paid Ads,Tier 2 City Customers,24,"Google, Instagram",41482,5421,1931,960,527040,197.81,1.78,English,20.04,College Students,17-04-2025,0.13068318788872282,0.03648957756871426,0.20605208333333333,2664.374905212072
NY-CMP-20733,Social Media,College Students,28,WhatsApp,71164,9035,5032,1800,1267200,79.66,7.84,English,22.3,Premium Shoppers,16-11-2024,0.12696026080602552,0.00881682346430548,0.044255555555555555,15907.60733115742
NY-CMP-20734,Social Media,Youth,11,"Facebook, Google, WhatsApp",84883,8971,3308,1313,417534,141.24,1.25,Bengali,16.01,Youth,27-11-2024,0.10568665103731018,0.015744064206888866,0.10757044935262758,2956.202209005947
NY-CMP-20735,Influencer,Working Women,10,"Instagram, YouTube, Facebook",44656,5063,2165,1039,542358,149.44,2.49,English,18.51,Tier 2 City Customers,03-03-2025,0.11337782156932999,0.029516097175587595,0.14383060635226178,3629.269271948608
NY-CMP-20736,SEO,Working Women,25,"Facebook, Email",20032,803,246,105,34650,2494.41,-0.87,Bengali,5.76,Premium Shoppers,18-01-2025,0.04008586261980831,3.106363636363636,23.756285714285713,13.891060411079174
NY-CMP-20737,Email,Tier 2 City Customers,18,"Facebook, Email, Google",83726,2436,1056,554,419932,500.01,0.52,Tamil,4.83,Youth,01-05-2025,0.029094904808542148,0.20525862068965517,0.9025451263537906,839.8472030559388
NY-CMP-20738,Paid Ads,College Students,27,"WhatsApp, Facebook",98271,10614,4319,1996,748500,82.66,3.54,Tamil,17.23,Tier 2 City Customers,08-01-2025,0.10800744878957169,0.0077878273977765216,0.0414128256513026,9055.165739172515
NY-CMP-20739,Paid Ads,Working Women,19,Google,56849,3834,1972,1035,477135,281.78,0.64,English,12.03,Working Women,15-03-2025,0.06744181955707225,0.07349504434011475,0.2722512077294686,1693.2890907800413
NY-CMP-20740,Influencer,College Students,11,"YouTube, WhatsApp",25832,1360,350,190,42940,1306.01,-0.83,English,7.36,Tier 2 City Customers,23-08-2024,0.05264787860018581,0.9603014705882353,6.873736842105263,32.87876815644597
NY-CMP-20741,Email,Youth,9,"Instagram, WhatsApp, Google",33012,1964,522,209,115368,899.48,-0.39,Tamil,8.16,Tier 2 City Customers,17-06-2025,0.059493517508784684,0.4579837067209776,4.303732057416268,128.26077289100368
NY-CMP-20742,Paid Ads,Youth,21,"Email, WhatsApp",61749,5204,2689,1988,1053640,43.21,11.26,Hindi,16.0,Tier 2 City Customers,06-01-2025,0.08427666844807204,0.008303228285933897,0.021735412474849097,24384.17033094191
NY-CMP-20743,Paid Ads,Working Women,30,"Facebook, Instagram, Email",21247,1377,431,301,226352,601.96,0.25,Tamil,9.93,Premium Shoppers,02-02-2025,0.06480914952699204,0.4371532316630356,1.9998671096345517,376.02498504884045
NY-CMP-20744,Paid Ads,Tier 2 City Customers,12,"YouTube, Facebook",73851,4443,1380,654,421176,375.06,0.72,Hindi,8.77,Premium Shoppers,03-11-2024,0.060161676889954094,0.08441593517893316,0.5734862385321101,1122.956326987682
NY-CMP-20745,Influencer,Youth,22,"Instagram, Email, YouTube",19365,1029,486,222,102120,377.71,0.22,Bengali,8.97,Working Women,07-01-2025,0.05313710302091402,0.3670651117589893,1.7013963963963963,270.36615392761644
NY-CMP-20746,SEO,College Students,26,"Email, WhatsApp, Google",10027,1287,569,264,108504,547.86,-0.25,Hindi,21.14,Working Women,06-09-2024,0.12835344569661913,0.4256876456876457,2.0752272727272727,198.05059686781294
NY-CMP-20747,Social Media,Youth,8,Instagram,52036,5316,2137,1591,536167,71.24,3.73,Hindi,17.38,Tier 2 City Customers,10-07-2024,0.10216004304712123,0.013401053423626786,0.04477686989314896,7526.207186973611
NY-CMP-20748,Influencer,Youth,18,"Google, Instagram",17033,1154,592,469,302974,543.01,0.19,English,13.0,Premium Shoppers,19-10-2024,0.06775083661128398,0.47054592720970534,1.1578038379530917,557.9528922119298
NY-CMP-20749,Influencer,Youth,5,"Google, WhatsApp",51500,1979,973,751,588033,329.7,1.37,Bengali,7.19,Working Women,19-02-2025,0.03842718446601942,0.16659929257200606,0.43901464713715044,1783.5395814376707
NY-CMP-20750,Social Media,Tier 2 City Customers,29,Instagram,75704,4738,2828,1674,1324134,121.59,5.51,Bengali,12.21,Youth,17-07-2024,0.06258586072070169,0.025662726888982693,0.07263440860215054,10890.155440414508
NY-CMP-20751,Social Media,College Students,27,WhatsApp,56645,6545,3026,1267,938847,64.05,10.57,Bengali,19.13,Youth,30-12-2024,0.11554417865654515,0.00978609625668449,0.0505524861878453,14658.032786885247
NY-CMP-20752,Influencer,Tier 2 City Customers,26,Facebook,13694,1684,503,364,210392,446.28,0.3,Hindi,18.63,Youth,03-02-2025,0.12297356506499196,0.26501187648456054,1.226043956043956,471.43497355920056
NY-CMP-20753,Email,Tier 2 City Customers,26,"WhatsApp, YouTube",44688,4875,2711,1593,403029,78.93,2.21,Hindi,20.54,Tier 2 City Customers,26-05-2025,0.10908968850698174,0.01619076923076923,0.04954802259887006,5106.157354618015
NY-CMP-20754,Paid Ads,Youth,17,YouTube,93613,13586,7667,5790,3653490,39.47,14.99,Tamil,28.89,Working Women,21-01-2025,0.145129415786269,0.0029051965258354187,0.00681692573402418,92563.71928046618
NY-CMP-20755,Email,Tier 2 City Customers,19,"WhatsApp, YouTube",17687,2372,1022,494,236626,331.54,0.44,Bengali,21.98,Tier 2 City Customers,04-05-2025,0.13410979815683835,0.13977234401349073,0.6711336032388664,713.7178017735416
NY-CMP-20756,SEO,Working Women,5,YouTube,47907,3653,2010,746,496090,283.86,1.34,Bengali,13.38,Premium Shoppers,16-09-2024,0.07625190473208508,0.07770599507254312,0.3805093833780161,1747.657295850067
NY-CMP-20757,Social Media,Premium Shoppers,11,WhatsApp,97569,5461,2479,771,613716,177.37,3.49,Bengali,8.93,Youth,20-11-2024,0.05597064641433242,0.032479399377403406,0.23005188067444876,3460.089079325703
NY-CMP-20758,Paid Ads,College Students,23,"YouTube, Facebook",72563,6725,2849,1034,642114,251.4,1.47,Bengali,14.62,College Students,14-08-2024,0.09267808662817138,0.03738289962825279,0.24313346228239846,2554.1527446300715
NY-CMP-20759,Paid Ads,Working Women,28,WhatsApp,26863,2792,1225,871,186394,58.39,2.67,Hindi,18.2,Working Women,31-01-2025,0.103934780180918,0.02091332378223496,0.06703788748564868,3192.224696009591
NY-CMP-20760,SEO,Tier 2 City Customers,22,"WhatsApp, Instagram",41978,2824,865,388,247156,319.25,1.0,Hindi,9.71,Tier 2 City Customers,03-05-2025,0.06727333365096003,0.11304886685552408,0.8228092783505154,774.1769772905246
NY-CMP-20761,Influencer,Tier 2 City Customers,13,"WhatsApp, Instagram",18047,575,167,127,61722,874.78,-0.44,Bengali,4.82,Youth,04-04-2025,0.03186125117748102,1.5213565217391305,6.888031496062992,70.5571686595487
NY-CMP-20762,Social Media,Premium Shoppers,16,Google,50530,5153,2081,836,323532,183.11,1.11,Tamil,15.97,Tier 2 City Customers,28-09-2024,0.1019790223629527,0.03553464001552494,0.2190311004784689,1766.8723717983723
NY-CMP-20763,SEO,Tier 2 City Customers,15,YouTube,35168,4326,2509,997,715846,239.63,2.0,English,22.27,Tier 2 City Customers,28-12-2024,0.12300955414012739,0.05539297272306981,0.24035105315947844,2987.297083002963
NY-CMP-20764,Social Media,College Students,18,"YouTube, Facebook, WhatsApp",90574,12676,2670,1537,1134306,193.3,2.82,English,18.64,Youth,08-07-2024,0.1399518625654161,0.01524928999684443,0.12576447625243983,5868.111743404035
NY-CMP-20765,Influencer,Premium Shoppers,10,Email,63097,6035,1757,530,284610,310.61,0.73,Tamil,13.19,Youth,28-05-2025,0.09564638572356847,0.05146810273405137,0.5860566037735849,916.2937445671421
NY-CMP-20766,SEO,Premium Shoppers,19,Instagram,34072,4255,2174,772,332732,104.99,3.11,Tamil,21.13,College Students,14-01-2025,0.12488260154965955,0.024674500587544064,0.13599740932642487,3169.1780169539957
NY-CMP-20767,Email,Working Women,10,Facebook,45916,5403,1277,689,375505,272.64,1.0,Tamil,16.05,Premium Shoppers,04-09-2024,0.11767139994773064,0.050460855080510826,0.39570391872278665,1377.2924002347418
NY-CMP-20768,SEO,Tier 2 City Customers,27,"WhatsApp, YouTube",55432,7466,4403,1860,483600,145.85,0.78,Bengali,24.77,College Students,08-07-2024,0.13468754510030306,0.019535226359496383,0.07841397849462366,3315.7353445320537
NY-CMP-20769,Social Media,Working Women,20,"Instagram, Facebook",34234,1971,474,220,117480,339.44,0.57,Hindi,7.78,Youth,18-04-2025,0.05757434129812467,0.17221714865550483,1.542909090909091,346.09945793070943
NY-CMP-20770,SEO,Youth,18,"Google, Instagram",52807,2108,776,511,110376,380.43,-0.43,Tamil,6.43,Tier 2 City Customers,04-12-2024,0.039918950139186095,0.1804696394686907,0.7444814090019569,290.13484740951026
NY-CMP-20771,Email,College Students,24,WhatsApp,32851,1527,762,321,214428,361.76,0.85,Hindi,7.94,Youth,18-02-2025,0.04648260326930687,0.23690897184020956,1.1269781931464173,592.7355152587351
NY-CMP-20772,Email,Working Women,27,"YouTube, Instagram",47238,6153,1731,1227,791415,98.12,5.57,Hindi,19.29,College Students,27-09-2024,0.1302553029340785,0.01594669267024216,0.07996740016299919,8065.786791683652
NY-CMP-20773,SEO,Working Women,22,WhatsApp,92265,4314,2226,1148,336364,108.08,1.71,Bengali,8.33,Working Women,27-01-2025,0.046756624939034305,0.025053314789058877,0.09414634146341463,3112.1761658031087
NY-CMP-20774,Paid Ads,Tier 2 City Customers,27,"Google, Facebook",26569,1345,342,110,35310,1777.88,-0.82,English,6.76,College Students,27-09-2024,0.05062290639467048,1.3218438661710037,16.162545454545455,19.860733007852048
NY-CMP-20775,Social Media,College Students,16,"YouTube, WhatsApp, Facebook",78525,2521,521,197,84119,1286.76,-0.67,Bengali,4.12,College Students,12-02-2025,0.032104425342247694,0.5104165013883379,6.531776649746193,65.37271907737262
NY-CMP-20776,Social Media,College Students,27,"Instagram, WhatsApp, YouTube",20785,2253,769,483,156009,301.94,0.07,Hindi,16.86,Premium Shoppers,24-12-2024,0.10839547750781814,0.1340168664003551,0.6251345755693581,516.6887461084984
NY-CMP-20777,Paid Ads,Working Women,16,"Instagram, Facebook, WhatsApp",17401,361,183,95,55385,761.2,-0.23,Bengali,3.67,Premium Shoppers,15-10-2024,0.020745934141715994,2.1085872576177285,8.012631578947369,72.76011560693641
NY-CMP-20778,Email,Working Women,12,"YouTube, Facebook, Google",55633,3056,963,645,316050,423.87,0.16,English,8.38,Tier 2 City Customers,14-11-2024,0.054931425592723744,0.13870091623036648,0.6571627906976745,745.6295562318635
NY-CMP-20779,Social Media,Youth,8,"Facebook, YouTube, WhatsApp",74048,3569,1490,942,205356,184.79,0.18,Bengali,8.1,Working Women,11-07-2024,0.04819846585998271,0.051776407957411036,0.1961677282377919,1111.293901185129
NY-CMP-20780,Social Media,Working Women,23,"Instagram, Facebook, Google",90391,5261,2405,1071,691866,242.72,1.66,Hindi,9.67,Tier 2 City Customers,12-10-2024,0.05820269717117855,0.0461357156434138,0.22662931839402428,2850.4696769940674
NY-CMP-20781,Influencer,Premium Shoppers,25,WhatsApp,48066,5346,3199,1055,219440,276.24,-0.25,English,19.97,College Students,19-07-2024,0.11122206965422544,0.051672278338945006,0.2618388625592417,794.3816970750072
NY-CMP-20782,Paid Ads,Tier 2 City Customers,5,YouTube,57003,2310,1170,825,494175,247.94,1.42,Bengali,7.55,Tier 2 City Customers,21-08-2024,0.04052418293774012,0.10733333333333334,0.3005333333333333,1993.1233362910382
NY-CMP-20783,SEO,College Students,30,"YouTube, WhatsApp",83765,11317,4273,2255,1465750,38.24,16.0,Tamil,21.3,Working Women,12-11-2024,0.13510416044887483,0.0033789873641424406,0.016957871396895786,38330.28242677824
NY-CMP-20784,Social Media,College Students,17,"Google, Email, Instagram",20602,725,222,73,46209,2605.97,-0.76,Tamil,4.95,Youth,11-01-2025,0.03519075817881759,3.5944413793103447,35.69821917808219,17.73197696059433
NY-CMP-20785,SEO,Working Women,22,"WhatsApp, Instagram, YouTube",45482,1385,566,388,287896,398.76,0.86,Tamil,5.14,Working Women,26-11-2024,0.030451607229233544,0.287913357400722,1.0277319587628866,721.9781322098505
NY-CMP-20786,Paid Ads,Tier 2 City Customers,10,"Email, YouTube",42910,2761,583,229,182284,1179.17,-0.32,Bengali,8.33,Tier 2 City Customers,20-05-2025,0.06434397576322536,0.42708076783773996,5.149213973799127,154.58670081498002
NY-CMP-20787,Social Media,Tier 2 City Customers,19,"Facebook, Google",31363,2286,1012,403,119691,348.45,-0.15,Hindi,11.8,College Students,30-05-2025,0.0728884354175302,0.15242782152230971,0.8646401985111662,343.4954799827809
NY-CMP-20788,Paid Ads,Youth,20,"Google, Instagram",86768,9015,5015,3667,2372549,34.02,18.02,English,20.4,Working Women,25-07-2024,0.10389775032269961,0.0037737104825291187,0.009277338423779657,69739.82951205173
NY-CMP-20789,SEO,College Students,23,Email,84894,9067,1937,732,232776,135.18,1.35,English,13.82,Working Women,03-06-2025,0.10680377883007044,0.014909010698136098,0.184672131147541,1721.970705725699
NY-CMP-20790,Paid Ads,College Students,16,"YouTube, Facebook",33502,1198,425,305,91805,170.37,0.77,Hindi,5.75,Premium Shoppers,25-07-2024,0.03575905916064712,0.14221202003338898,0.5585901639344263,538.8566062100135
NY-CMP-20791,Paid Ads,College Students,28,"Facebook, Google",66508,9318,3010,1780,1237100,40.23,16.28,English,21.21,Youth,19-11-2024,0.14010344620196066,0.00431745009658725,0.022601123595505618,30750.683569475517
NY-CMP-20792,Paid Ads,Working Women,9,Email,89662,3619,776,267,181026,375.87,0.8,English,5.2,Premium Shoppers,16-11-2024,0.0403626954562691,0.10386018237082068,1.407752808988764,481.6186447441935
NY-CMP-20793,Influencer,Premium Shoppers,5,Instagram,29588,2800,935,467,162983,138.08,1.53,Bengali,14.2,Youth,01-01-2025,0.0946329593078275,0.04931428571428572,0.2956745182012848,1180.3519698725377
NY-CMP-20794,SEO,Tier 2 City Customers,19,Instagram,21882,1834,485,213,70077,1088.76,-0.7,Hindi,11.57,College Students,14-11-2024,0.0838131797824696,0.5936532170119956,5.111549295774648,64.36404717293067
NY-CMP-20795,SEO,Tier 2 City Customers,18,"YouTube, Instagram, WhatsApp",89500,4354,1484,1132,673540,229.08,1.6,Bengali,7.79,Working Women,30-11-2024,0.04864804469273743,0.05261368856224162,0.20236749116607775,2940.1955648681683
NY-CMP-20796,Social Media,Working Women,10,"Facebook, Instagram, Google",59515,5781,3030,1447,1010006,168.99,3.13,Hindi,17.24,College Students,11-10-2024,0.0971351760060489,0.029231966787752986,0.11678645473393227,5976.720516006864
NY-CMP-20797,Email,Youth,29,"YouTube, Google, Email",47911,5313,2302,1502,662382,132.93,2.32,Bengali,19.03,Youth,16-02-2025,0.11089311431612782,0.025019762845849804,0.08850199733688416,4982.938388625592
NY-CMP-20798,Social Media,Premium Shoppers,7,"Google, YouTube, Email",27250,1220,351,242,128502,310.28,0.71,Bengali,6.65,College Students,08-06-2025,0.04477064220183486,0.254327868852459,1.2821487603305783,414.1485110223025
NY-CMP-20799,Social Media,Working Women,15,"Email, Instagram, YouTube",64088,3407,2013,1547,959140,128.5,3.82,English,10.87,Premium Shoppers,29-04-2025,0.053161278242416676,0.037716466099207514,0.08306399482870071,7464.124513618677
NY-CMP-20800,Email,Youth,15,Instagram,94404,7978,4125,1252,396884,121.38,1.61,Bengali,14.15,Tier 2 City Customers,19-04-2025,0.08450913096902674,0.015214339433441965,0.09694888178913738,3269.764376338771
NY-CMP-20801,SEO,Youth,22,Email,28968,4018,851,284,107636,377.81,0.0,Hindi,17.79,Tier 2 City Customers,10-02-2025,0.13870477768572217,0.09402936784469886,1.3303169014084506,284.8945237023901
NY-CMP-20802,Influencer,Working Women,21,"Email, YouTube, Google",90414,11891,4829,3592,2262960,65.1,8.68,Tamil,22.47,Premium Shoppers,16-05-2025,0.13151724290485986,0.005474728786477167,0.018123608017817372,34761.29032258065
NY-CMP-20803,Influencer,Premium Shoppers,9,"WhatsApp, Instagram, Email",42098,2051,1016,606,192102,416.8,-0.24,Hindi,8.72,Premium Shoppers,15-05-2025,0.04871965414033921,0.20321794246708924,0.6877887788778878,460.89731285988483
NY-CMP-20804,SEO,Tier 2 City Customers,6,"Google, Email, WhatsApp",36487,2479,839,483,122199,318.68,-0.21,Tamil,10.42,College Students,07-04-2025,0.06794200674212733,0.12855183541750706,0.6597929606625259,383.453621187398
NY-CMP-20805,Paid Ads,Premium Shoppers,15,"Google, Email",75803,3816,2279,1788,960156,107.84,3.98,Hindi,10.4,Working Women,28-03-2025,0.05034101552708996,0.02825995807127883,0.06031319910514542,8903.523738872404
NY-CMP-20806,Influencer,Working Women,17,WhatsApp,20156,962,515,379,241423,419.08,0.52,English,9.21,Premium Shoppers,22-01-2025,0.047727723754713236,0.4356340956340956,1.1057519788918206,576.078553020903
NY-CMP-20807,Influencer,Tier 2 City Customers,9,YouTube,62958,9341,2362,1366,517714,75.8,4.0,Hindi,20.76,Premium Shoppers,19-10-2024,0.14836875377235617,0.00811476287335403,0.0554904831625183,6830.0
NY-CMP-20808,Influencer,Working Women,15,"Google, YouTube",27240,1138,265,125,37500,1403.3,-0.79,Tamil,5.61,Youth,15-11-2024,0.04177679882525698,1.233128295254833,11.2264,26.722725005344547
NY-CMP-20809,SEO,Tier 2 City Customers,8,Instagram,96326,8441,4602,2108,1559920,89.35,7.28,Tamil,15.73,Working Women,30-04-2025,0.08762950812864648,0.010585238715791968,0.04238614800759013,17458.53385562395
NY-CMP-20810,Social Media,Tier 2 City Customers,14,"Facebook, Email",54155,1442,416,184,132664,640.12,0.13,Hindi,3.77,Premium Shoppers,10-04-2025,0.02662727356661435,0.4439112343966713,3.478913043478261,207.24864087983502
NY-CMP-20811,Paid Ads,College Students,9,"YouTube, Facebook",66216,1742,568,447,98787,507.69,-0.56,English,4.16,College Students,29-11-2024,0.02630784100519512,0.29144087256027557,1.135771812080537,194.58133900608638
NY-CMP-20812,Influencer,Premium Shoppers,7,"Instagram, YouTube",53024,3567,1078,720,179280,380.65,-0.35,Hindi,10.12,Youth,06-03-2025,0.06727142426071213,0.1067143257639473,0.5286805555555555,470.9838434257192
NY-CMP-20813,Paid Ads,Working Women,23,"WhatsApp, Facebook, Email",58005,3096,787,237,149784,469.75,0.35,Bengali,7.1,Tier 2 City Customers,20-11-2024,0.05337470907680372,0.1517280361757106,1.9820675105485233,318.85896753592334
NY-CMP-20814,Paid Ads,College Students,30,Instagram,42646,6152,1762,1307,661342,150.01,2.37,Tamil,21.62,Premium Shoppers,08-12-2024,0.14425737466585378,0.024383940182054614,0.1147742922723795,4408.652756482901
NY-CMP-20815,Email,Youth,30,Instagram,67068,3274,1393,967,525081,146.99,2.69,English,8.4,Tier 2 City Customers,12-02-2025,0.04881612691596589,0.044896151496640196,0.15200620475698037,3572.2226001768827
NY-CMP-20816,Social Media,Premium Shoppers,13,"Instagram, YouTube",44148,4013,1668,1258,700706,148.41,2.75,Hindi,15.72,Premium Shoppers,11-08-2024,0.09089879496239921,0.03698230750062297,0.11797297297297298,4721.420389461627
NY-CMP-20817,Social Media,Youth,21,Instagram,88836,11463,2708,2101,1603063,70.08,9.89,Tamil,18.32,Working Women,19-01-2025,0.12903552613805214,0.006113582831719445,0.033355544978581626,22874.757420091326
NY-CMP-20818,Email,Working Women,14,"WhatsApp, Instagram",16795,412,107,79,58381,930.05,-0.21,Tamil,3.56,Tier 2 City Customers,10-02-2025,0.024531110449538554,2.2574029126213593,11.772784810126582,62.7718939841944
NY-CMP-20819,Social Media,Tier 2 City Customers,9,"WhatsApp, YouTube, Instagram",96278,14283,8219,4695,2915595,15.83,38.23,Tamil,28.25,Youth,10-02-2025,0.14835164835164835,0.001108310579010012,0.003371671991480298,184181.61718256475
NY-CMP-20820,SEO,College Students,7,"Email, YouTube, Instagram",56451,4231,1149,439,285789,570.44,0.14,Hindi,10.31,College Students,04-01-2025,0.0749499565995288,0.1348239186953439,1.2994077448747154,500.9974756328448
NY-CMP-20821,Paid Ads,Premium Shoppers,11,Instagram,97842,5389,2094,852,201924,91.85,1.58,Hindi,8.52,Working Women,05-11-2024,0.05507859610392265,0.017043978474670624,0.10780516431924882,2198.4104518236254
NY-CMP-20822,SEO,Youth,20,"Facebook, WhatsApp, Instagram",15812,336,126,43,16254,2166.23,-0.83,English,3.19,Tier 2 City Customers,03-06-2025,0.021249683784467493,6.4471130952380955,50.37744186046512,7.503358369148244
NY-CMP-20823,Paid Ads,Working Women,13,"Google, WhatsApp",19168,1498,479,198,85734,344.34,0.26,Tamil,11.35,Tier 2 City Customers,17-11-2024,0.07815108514190318,0.22986648865153536,1.739090909090909,248.98065865133302
NY-CMP-20824,Influencer,Youth,16,"Email, YouTube, Facebook",74488,2096,1093,762,588264,165.58,3.66,Bengali,5.3,Tier 2 City Customers,18-02-2025,0.028138760605735152,0.07899809160305345,0.21729658792650922,3552.747916415026
NY-CMP-20825,Social Media,Premium Shoppers,5,"Instagram, Google, Facebook",34560,2312,1019,632,418384,354.34,0.87,English,11.47,Working Women,19-06-2025,0.06689814814814815,0.15326124567474048,0.5606645569620253,1180.7416605520123
NY-CMP-20826,Paid Ads,Youth,10,WhatsApp,66177,4949,2590,1310,965470,159.52,3.62,Tamil,13.37,Working Women,07-06-2025,0.07478429061456397,0.03223277429783795,0.12177099236641223,6052.344533600802
NY-CMP-20827,SEO,Tier 2 City Customers,19,Google,50330,2446,969,757,295987,202.95,0.93,English,8.29,College Students,10-12-2024,0.04859924498311147,0.0829721995094031,0.2680977542932629,1458.4232569598423
NY-CMP-20828,Influencer,College Students,6,"WhatsApp, Email, Facebook",25725,2983,639,274,184676,622.54,0.08,Tamil,15.14,Tier 2 City Customers,03-04-2025,0.11595724003887269,0.2086959436808582,2.272043795620438,296.6492112956597
NY-CMP-20829,SEO,Tier 2 City Customers,15,"Instagram, YouTube",71524,6826,3285,1489,963383,66.26,8.76,Hindi,16.22,College Students,13-03-2025,0.09543649684022146,0.009707002636976268,0.044499664204163875,14539.435556897071
NY-CMP-20830,Email,College Students,23,Facebook,53150,7700,3193,1700,680000,173.89,1.3,Tamil,23.69,College Students,05-03-2025,0.14487300094073377,0.022583116883116882,0.10228823529411764,3910.5181436540342
NY-CMP-20831,SEO,Tier 2 City Customers,30,"Instagram, Facebook",75369,7922,4135,3096,2448936,52.3,14.13,Tamil,20.11,Premium Shoppers,03-10-2024,0.10510952778994016,0.006601868215097197,0.016892764857881135,46824.78011472276
NY-CMP-20832,Paid Ads,Premium Shoppers,13,"YouTube, WhatsApp, Email",89059,8885,3896,1537,471859,35.01,7.77,English,16.08,Premium Shoppers,02-06-2025,0.0997653241109826,0.0039403489026449065,0.022778139232270657,13477.834904313055
NY-CMP-20833,Paid Ads,Tier 2 City Customers,12,"Instagram, WhatsApp",79343,4565,1556,695,158460,431.12,-0.47,English,8.59,Working Women,17-09-2024,0.057535006238735614,0.09444030668127054,0.62031654676259,367.5542772313973
NY-CMP-20834,SEO,Premium Shoppers,6,YouTube,92242,2081,670,391,127466,369.73,-0.12,Bengali,3.41,Youth,17-02-2025,0.022560222024674226,0.17766938971648247,0.9456010230179028,344.75428015038
NY-CMP-20835,Email,Youth,29,"Google, YouTube",36576,2236,982,707,428442,260.17,1.33,Hindi,10.73,Working Women,12-09-2024,0.061132983377077864,0.11635509838998212,0.367991513437058,1646.7771072760117
NY-CMP-20836,Social Media,Premium Shoppers,11,Instagram,21155,811,190,108,83700,2627.31,-0.71,Tamil,5.24,Premium Shoppers,03-09-2024,0.03833609075868589,3.239593094944513,24.326944444444443,31.857679527729886
NY-CMP-20837,Social Media,Tier 2 City Customers,10,Instagram,78105,11082,6056,4578,1771686,44.14,7.77,Bengali,27.8,Premium Shoppers,26-01-2025,0.14188592279623582,0.0039830355531492515,0.00964176496286588,40137.87947439964
NY-CMP-20838,Email,Working Women,17,"Email, WhatsApp, YouTube",64940,5017,1551,938,253260,79.17,2.41,Tamil,11.56,Tier 2 City Customers,20-07-2024,0.07725592854943024,0.015780346820809248,0.08440298507462687,3198.93899204244
NY-CMP-20839,SEO,Tier 2 City Customers,18,"WhatsApp, Email",80196,7247,2175,944,547520,207.85,1.79,Bengali,12.93,Premium Shoppers,13-04-2025,0.09036610304753355,0.028680833448323444,0.2201800847457627,2634.2073610777
NY-CMP-20840,Email,Premium Shoppers,26,"Google, WhatsApp",24114,623,232,122,87230,2425.61,-0.71,Tamil,4.05,College Students,19-07-2024,0.025835614166044622,3.893434991974318,19.88204918032787,35.96208788717065
NY-CMP-20841,Email,Tier 2 City Customers,9,"Facebook, Google, Instagram",81750,2508,699,535,325280,445.52,0.36,Hindi,4.58,Youth,16-12-2024,0.03067889908256881,0.1776395534290271,0.8327476635514018,730.1131262345125
NY-CMP-20842,Social Media,Youth,28,"Instagram, YouTube, Facebook",51055,5346,1611,944,672128,205.17,2.47,Hindi,15.48,Tier 2 City Customers,07-02-2025,0.10471060620899031,0.03837822671156004,0.21734110169491525,3275.956523858264
NY-CMP-20843,Paid Ads,Youth,5,"YouTube, Instagram, Google",30654,2439,1165,375,81750,432.71,-0.5,Hindi,12.98,Youth,22-12-2024,0.0795654726952437,0.17741287412874127,1.1538933333333332,188.92560837512423
NY-CMP-20844,Social Media,College Students,14,Facebook,91177,4720,1875,812,582204,221.83,2.23,English,8.12,College Students,20-01-2025,0.051767441350340546,0.046997881355932206,0.2731896551724138,2624.550331334806
NY-CMP-20845,Social Media,Premium Shoppers,16,WhatsApp,68887,4311,2538,1572,1112976,60.35,10.73,Bengali,12.22,Tier 2 City Customers,28-05-2025,0.06258074818180498,0.013999072141034564,0.03839058524173028,18442.02154101077
NY-CMP-20846,Email,Premium Shoppers,11,Facebook,72783,2035,1000,365,285065,758.03,0.03,Bengali,4.67,Premium Shoppers,17-08-2024,0.0279598257834934,0.3724963144963145,2.076794520547945,376.06031423558437
NY-CMP-20847,Social Media,Premium Shoppers,26,"WhatsApp, Instagram, YouTube",53150,5003,2024,1141,256725,203.45,0.11,Tamil,15.37,Youth,05-04-2025,0.09412982126058325,0.04066560063961623,0.17830850131463627,1261.857950356353
NY-CMP-20848,Influencer,Youth,20,Instagram,87208,9501,3810,1740,407160,35.66,5.56,Hindi,17.26,Premium Shoppers,11-01-2025,0.10894642693330887,0.003753289127460267,0.020494252873563216,11417.835109366239
NY-CMP-20849,Influencer,Premium Shoppers,23,Google,86751,4602,2187,1587,447534,65.65,3.3,Bengali,9.66,Tier 2 City Customers,01-12-2024,0.053048379845765464,0.014265536723163844,0.041367359798361696,6816.968773800457
